filename,total_characters,split
54863.txt,595684,train
27014.txt,437657,train
25733.txt,11187,train
26898.txt,175954,train
48876.txt,502425,train
6895.txt,305541,train
51177.txt,484685,train
50180.txt,161537,train
31984.txt,829622,train
867.txt,26355,train
19769.txt,23824,train
147.txt,126466,train
42993.txt,888331,train
3266.txt,310146,train
27600.txt,1410641,train
36115.txt,569079,train
33115.txt,144516,train
42452.txt,607918,train
53196.txt,200266,train
7774.txt,397103,train
36925.txt,16539,train
26398.txt,99260,train
36529.txt,85090,train
5795.txt,116692,train
36185.txt,128310,train
50865.txt,144398,train
50769.txt,305235,train
2022.txt,185929,train
51497.txt,224003,train
47929.txt,233829,train
47685.txt,285193,train
35821.txt,234028,train
53748.txt,682792,train
58459.txt,287682,train
31420.txt,571195,train
44637.txt,126952,train
24509.txt,298866,train
28678.txt,82094,train
287.txt,452123,train
24732.txt,476412,train
6593.txt,1961085,train
45556.txt,172555,train
42683.txt,23793,train
50352.txt,708588,train
56217.txt,1194395,train
56096.txt,529866,train
23644.txt,307323,train
38049.txt,647870,train
9779.txt,547378,train
53985.txt,331323,train
2422.txt,66986,train
33110.txt,252704,train
28770.txt,22359,train
39519.txt,964046,train
7846.txt,169389,train
47671.txt,268379,train
57132.txt,501961,train
47662.txt,458909,train
32423.txt,1539811,train
40223.txt,1713414,train
56363.txt,1019263,train
55609.txt,185830,train
24548.txt,55391,train
1424.txt,245128,train
35985.txt,466666,train
14174.txt,748345,train
27027.txt,485708,train
290.txt,414090,train
477.txt,492499,train
9489.txt,787414,train
21069.txt,563832,train
35707.txt,476680,train
8786.txt,36934,train
12159.txt,20415,train
37511.txt,7502,train
9904.txt,965895,train
55719.txt,148786,train
49002.txt,245015,train
47438.txt,133956,train
483.txt,465164,train
34379.txt,400858,train
41134.txt,1114798,train
4051.txt,608850,train
30389.txt,124465,train
894.txt,1072399,train
55846.txt,300504,train
51841.txt,100878,train
25931.txt,247260,train
26730.txt,101428,train
31185.txt,921677,train
36795.txt,365183,train
2261.txt,151811,train
48548.txt,30391,train
32648.txt,521411,train
37320.txt,387931,train
11189.txt,19156,train
27257.txt,278288,train
49364.txt,211169,train
780.txt,559989,train
38350.txt,105555,train
57637.txt,427412,train
55098.txt,320953,train
47819.txt,354214,train
13935.txt,76043,train
30542.txt,193507,train
24816.txt,319603,train
38169.txt,441278,train
49866.txt,236212,train
46634.txt,785154,train
29358.txt,656002,train
37284.txt,691649,train
58624.txt,432641,train
42189.txt,743273,train
43682.txt,670554,train
1280.txt,178833,train
26129.txt,47841,train
52165.txt,60436,train
21389.txt,809007,train
41221.txt,319007,train
47000.txt,142006,train
26509.txt,329266,train
44880.txt,416453,train
6742.txt,77730,train
36555.txt,409417,train
4158.txt,59619,train
1978.txt,42624,train
27939.txt,324620,train
46542.txt,284393,train
56608.txt,135003,train
44058.txt,127186,train
49861.txt,395480,train
38864.txt,103577,train
10934.txt,119134,train
55237.txt,356473,train
54540.txt,285723,train
55116.txt,496447,train
45444.txt,264224,train
28815.txt,402569,train
1974.txt,87118,train
50436.txt,2191131,train
56414.txt,842416,train
19408.txt,211557,train
35392.txt,342936,train
40452.txt,519899,train
40017.txt,302176,train
24780.txt,1154247,train
54924.txt,67874,train
25371.txt,720636,train
31053.txt,708495,train
38342.txt,129483,train
39473.txt,360442,train
8449.txt,357877,train
44404.txt,308009,train
45385.txt,286876,train
11060.txt,190763,train
26086.txt,410796,train
4763.txt,116111,train
48041.txt,423105,train
27995.txt,395201,train
29821.txt,372173,train
26064.txt,351793,train
44416.txt,860430,train
15473.txt,401320,train
36350.txt,116320,train
54796.txt,384760,train
10955.txt,713932,train
39688.txt,274071,train
51018.txt,109599,train
37703.txt,70976,train
50270.txt,238223,train
57512.txt,367540,train
18959.txt,607455,train
58435.txt,59262,train
42555.txt,379799,train
36067.txt,133331,train
58270.txt,795406,train
46571.txt,631387,train
52886.txt,741483,train
39886.txt,570652,train
46764.txt,1116266,train
1657.txt,47258,train
7374.txt,463299,train
40847.txt,97077,train
10663.txt,70193,train
3704.txt,1234649,train
53120.txt,567113,train
46394.txt,382199,train
45721.txt,623107,train
50219.txt,598806,train
46966.txt,384174,train
10420.txt,248231,train
25648.txt,244569,train
43075.txt,486129,train
40253.txt,44912,train
26518.txt,41432,train
38631.txt,362215,train
55872.txt,1305148,train
2348.txt,42698,train
37705.txt,366995,train
28635.txt,209533,train
43855.txt,21064,train
4322.txt,96040,train
22184.txt,83591,train
47444.txt,1654117,train
58726.txt,261573,train
53996.txt,549504,train
25491.txt,438108,train
6061.txt,78543,train
2960.txt,284733,train
7144.txt,457199,train
47132.txt,689000,train
45773.txt,17919,train
18054.txt,207791,train
26656.txt,52787,train
42322.txt,720636,train
58753.txt,91325,train
55919.txt,196948,train
38474.txt,431017,train
37606.txt,215125,train
52513.txt,719983,train
34506.txt,954865,train
1944.txt,403701,train
57039.txt,356380,train
9412.txt,190599,train
43474.txt,87309,train
41077.txt,88267,train
837.txt,379195,train
45209.txt,529850,train
42462.txt,635859,train
51487.txt,1046563,train
53766.txt,179965,train
54197.txt,2642,train
29609.txt,132725,train
6667.txt,103511,train
47992.txt,443090,train
26105.txt,22910,train
50688.txt,1097398,train
2545.txt,282723,train
4020.txt,373749,train
43416.txt,833570,train
32186.txt,413193,train
6916.txt,372915,train
50978.txt,635759,train
1861.txt,122882,train
10037.txt,367091,train
35591.txt,605438,train
52769.txt,47129,train
38318.txt,249093,train
35958.txt,368797,train
54888.txt,338898,train
32974.txt,72064,train
45386.txt,115428,train
939.txt,623015,train
30495.txt,441277,train
50600.txt,155842,train
51911.txt,368161,train
46358.txt,266788,train
47206.txt,762687,train
45478.txt,6081,train
23374.txt,374305,train
56151.txt,260698,train
41321.txt,19810,train
25487.txt,255031,train
30855.txt,746127,train
11370.txt,75924,train
41616.txt,177168,train
56216.txt,465969,train
37492.txt,436555,train
35860.txt,422442,train
3178.txt,888010,train
10430.txt,207149,train
28901.txt,343236,train
9975.txt,244856,train
1804.txt,351549,train
58392.txt,11048,train
26378.txt,704705,train
25133.txt,174582,train
36785.txt,158681,train
20258.txt,401798,train
31771.txt,261700,train
10399.txt,349634,train
41879.txt,414749,train
3343.txt,222876,train
9791.txt,357418,train
8771.txt,533962,train
31227.txt,253414,train
39818.txt,56554,train
35272.txt,569286,train
55404.txt,519909,train
48198.txt,360727,train
33073.txt,24120,train
12354.txt,455842,train
10140.txt,283390,train
26849.txt,1725959,train
42501.txt,134808,train
37898.txt,930345,train
5005.txt,803345,train
56046.txt,684403,train
5619.txt,198878,train
47845.txt,103351,train
2051.txt,58563,train
45526.txt,310456,train
35641.txt,250350,train
3463.txt,455696,train
58538.txt,40360,train
35217.txt,454071,train
33410.txt,309653,train
47490.txt,110510,train
30342.txt,385188,train
42704.txt,71254,train
48776.txt,662934,train
48795.txt,441303,train
27259.txt,153959,train
10226.txt,464544,train
7103.txt,94880,train
35040.txt,251222,train
43283.txt,590196,train
24556.txt,129187,train
47937.txt,241373,train
32039.txt,38506,train
46506.txt,152743,train
2804.txt,506154,train
36155.txt,587030,train
7922.txt,1738,train
6974.txt,364668,train
45235.txt,943162,train
36613.txt,308827,train
28245.txt,270205,train
39033.txt,159441,train
53487.txt,477728,train
54017.txt,90140,train
25292.txt,314867,train
28510.txt,745507,train
7929.txt,452483,train
26830.txt,600317,train
31331.txt,46577,train
768.txt,649850,train
304.txt,135901,train
26323.txt,207454,train
39985.txt,702752,train
9817.txt,507132,train
9240.txt,16898,train
54687.txt,920663,train
10761.txt,312263,train
24784.txt,518658,train
35614.txt,64948,train
29218.txt,335218,train
8159.txt,466930,train
51915.txt,394519,train
24551.txt,71735,train
4492.txt,216148,train
9650.txt,316688,train
29586.txt,257798,train
30248.txt,122588,train
44314.txt,637856,train
45910.txt,453282,train
41787.txt,544546,train
57927.txt,196379,train
42749.txt,669380,train
4775.txt,296925,train
44841.txt,413139,train
55783.txt,443649,train
44673.txt,58371,train
28208.txt,706905,train
11282.txt,77496,train
45175.txt,332588,train
47122.txt,681771,train
6675.txt,275770,train
404.txt,713844,train
53557.txt,297087,train
24800.txt,703156,train
5955.txt,83181,train
33154.txt,127443,train
37918.txt,90025,train
7377.txt,118996,train
53736.txt,232014,train
37889.txt,457888,train
35012.txt,331154,train
50782.txt,51629,train
53057.txt,411594,train
33951.txt,112416,train
31371.txt,100145,train
26670.txt,42701,train
42625.txt,596829,train
17464.txt,306890,train
11076.txt,70302,train
52462.txt,498022,train
30406.txt,484268,train
7471.txt,383875,train
34885.txt,181535,train
1348.txt,298417,train
50572.txt,571919,train
29486.txt,523269,train
1243.txt,118889,train
5828.txt,310735,train
8553.txt,278812,train
38094.txt,438070,train
53739.txt,221004,train
41158.txt,147690,train
33151.txt,593287,train
2235.txt,111973,train
31880.txt,109765,train
3875.txt,2386628,train
6015.txt,403728,train
10913.txt,76422,train
46492.txt,618548,train
45165.txt,502721,train
50823.txt,336697,train
39216.txt,38245,train
39752.txt,460055,train
35138.txt,361602,train
4297.txt,300451,train
8653.txt,158754,train
36327.txt,391405,train
8673.txt,392187,train
30415.txt,565328,train
51919.txt,429649,train
26615.txt,108276,train
15260.txt,454346,train
33030.txt,388691,train
42601.txt,743636,train
40468.txt,462846,train
10097.txt,280455,train
10409.txt,486187,train
47682.txt,595991,train
9820.txt,302979,train
11110.txt,533822,train
1251.txt,884284,train
24554.txt,339390,train
29534.txt,234265,train
45185.txt,29475,train
3917.txt,124475,train
4532.txt,225123,train
58623.txt,22561,train
53601.txt,262933,train
34167.txt,194715,train
26755.txt,287748,train
40099.txt,580112,train
34355.txt,346245,train
19126.txt,328529,train
45076.txt,101559,train
24873.txt,345588,train
37547.txt,203060,train
1354.txt,363309,train
50821.txt,35576,train
34676.txt,90494,train
39477.txt,171904,train
24858.txt,186567,train
9153.txt,815445,train
21809.txt,270623,train
28600.txt,483736,train
48187.txt,496778,train
13554.txt,116698,train
25428.txt,115083,train
38105.txt,78572,train
35179.txt,413807,train
35659.txt,465788,train
43109.txt,445865,train
21309.txt,681848,train
47934.txt,12776,train
35086.txt,79211,train
3591.txt,149977,train
28684.txt,850840,train
51739.txt,251837,train
10364.txt,548712,train
31811.txt,254832,train
43131.txt,193532,train
48356.txt,336984,train
26999.txt,126665,train
27409.txt,12455,train
52866.txt,644738,train
44090.txt,135693,train
3693.txt,1326659,train
29018.txt,70540,train
42589.txt,474107,train
52348.txt,314623,train
8787.txt,18586,train
37303.txt,222455,train
2845.txt,698918,train
10835.txt,855545,train
46621.txt,378206,train
47456.txt,216728,train
43601.txt,586226,train
5669.txt,564735,train
30709.txt,128214,train
3777.txt,227090,train
30721.txt,247264,train
48164.txt,130468,train
44929.txt,451998,train
35110.txt,811171,train
52773.txt,92664,train
52755.txt,267308,train
46383.txt,395148,train
45407.txt,194753,train
49649.txt,98999,train
52546.txt,37472,train
41338.txt,455257,train
58600.txt,31170,train
43661.txt,522052,train
4395.txt,161430,train
53903.txt,28523,train
29404.txt,154673,train
53112.txt,462168,train
52782.txt,285859,train
55857.txt,107420,train
6260.txt,453125,train
57389.txt,787812,train
33899.txt,145098,train
25145.txt,384092,train
43261.txt,383460,train
52296.txt,206048,train
10967.txt,76298,train
25923.txt,506172,train
57970.txt,528214,train
39055.txt,124354,train
40822.txt,365036,train
38820.txt,380104,train
40811.txt,770366,train
2806.txt,249268,train
13464.txt,55667,train
1566.txt,396502,train
35491.txt,407213,train
20829.txt,386345,train
47719.txt,571457,train
46068.txt,253642,train
5848.txt,126558,train
2401.txt,1204432,train
27967.txt,68884,train
25442.txt,20252,train
20389.txt,568806,train
31517.txt,164285,train
34657.txt,402080,train
33483.txt,236452,train
46784.txt,53000,train
52181.txt,499441,train
37688.txt,333591,train
1453.txt,404545,train
53014.txt,183892,train
35346.txt,407304,train
42790.txt,141930,train
5809.txt,126771,train
53750.txt,5117950,train
10813.txt,118926,train
51452.txt,366481,train
34650.txt,570210,train
7971.txt,108053,train
42587.txt,1097477,train
41490.txt,58023,train
741.txt,17774,train
49612.txt,284719,train
43035.txt,271376,train
43885.txt,90644,train
43154.txt,582736,train
40994.txt,787220,train
47443.txt,60449,train
51557.txt,216528,train
48983.txt,1020882,train
40881.txt,200140,train
2768.txt,673761,train
2515.txt,499487,train
4654.txt,31516,train
51885.txt,390271,train
4535.txt,341695,train
25803.txt,308841,train
10149.txt,888563,train
56948.txt,449006,train
44393.txt,409394,train
37969.txt,571035,train
36005.txt,59585,train
30664.txt,539218,train
4233.txt,418814,train
37469.txt,64593,train
47044.txt,114854,train
24082.txt,25415,train
8569.txt,674527,train
34394.txt,306798,train
32234.txt,444293,train
32139.txt,85491,train
50968.txt,113944,train
56015.txt,450153,train
2690.txt,524956,train
31540.txt,353741,train
7487.txt,184575,train
56705.txt,205677,train
56833.txt,728231,train
15284.txt,7751,train
55112.txt,464337,train
1644.txt,351714,train
37462.txt,736453,train
42022.txt,82986,train
47157.txt,941244,train
7066.txt,519296,train
54505.txt,196475,train
33898.txt,10288,train
28185.txt,65023,train
53787.txt,125029,train
35351.txt,105763,train
50704.txt,142327,train
57690.txt,600890,train
50581.txt,154307,train
39586.txt,49182,train
2316.txt,391127,train
43922.txt,423722,train
31629.txt,191021,train
55304.txt,290784,train
33887.txt,638548,train
55713.txt,50699,train
57793.txt,289923,train
1829.txt,211580,train
54444.txt,285058,train
51621.txt,256521,train
46513.txt,329162,train
38781.txt,478713,train
46138.txt,45429,train
50539.txt,815464,train
42866.txt,400196,train
44764.txt,199036,train
32452.txt,4167,train
26993.txt,331723,train
718.txt,753307,train
55750.txt,126886,train
7245.txt,104744,train
50237.txt,93690,train
7030.txt,571652,train
9184.txt,797402,train
47829.txt,157345,train
45496.txt,796689,train
43473.txt,508400,train
49436.txt,118455,train
2866.txt,662684,train
55576.txt,75348,train
55870.txt,2721256,train
4618.txt,267779,train
40948.txt,340903,train
58619.txt,489132,train
49455.txt,67276,train
27763.txt,629268,train
51886.txt,171650,train
50832.txt,1044818,train
1905.txt,279867,train
22463.txt,325824,train
25792.txt,56666,train
3568.txt,147123,train
39406.txt,737263,train
14009.txt,252362,train
4182.txt,75519,train
8886.txt,579290,train
21984.txt,101421,train
2823.txt,173041,train
48393.txt,196583,train
42341.txt,160307,train
52865.txt,101679,train
34915.txt,26369,train
34051.txt,1028013,train
1028.txt,501180,train
50843.txt,39450,train
42931.txt,633644,train
33811.txt,41463,train
2618.txt,153964,train
28410.txt,97292,train
8525.txt,34536,train
36029.txt,654724,train
33077.txt,42803,train
55005.txt,377354,train
3607.txt,1194808,train
53841.txt,373650,train
3353.txt,268492,train
27978.txt,729535,train
40437.txt,1304236,train
50213.txt,183302,train
2718.txt,92487,train
4101.txt,104341,train
42336.txt,1009458,train
49276.txt,1147530,train
1727.txt,678284,train
55534.txt,245741,train
56400.txt,897873,train
35139.txt,743395,train
42807.txt,361180,train
39369.txt,472752,train
33448.txt,175213,train
39514.txt,332868,train
51989.txt,97004,train
6373.txt,752104,train
46581.txt,325084,train
43604.txt,886026,train
10074.txt,76070,train
41085.txt,139717,train
54394.txt,1078429,train
52039.txt,92975,train
21469.txt,201110,train
48484.txt,270443,train
54951.txt,525521,train
28357.txt,686085,train
50619.txt,61194,train
4441.txt,175582,train
492.txt,122345,train
50588.txt,20680,train
46209.txt,391451,train
4544.txt,187530,train
5560.txt,845873,train
6954.txt,425964,train
2355.txt,355080,train
37548.txt,98667,train
51206.txt,593751,train
1902.txt,75928,train
44876.txt,661880,train
26048.txt,449223,train
33062.txt,1416574,train
47691.txt,352912,train
30840.txt,237606,train
46264.txt,43619,train
36726.txt,113254,train
30807.txt,676555,train
4422.txt,183106,train
46794.txt,362537,train
52096.txt,348116,train
36018.txt,320668,train
15774.txt,1206450,train
3946.txt,498774,train
3540.txt,23637,train
